#EventId,Magnitude,Epoch,Time,TimeLocal,Distance,Latitude,Longitude,DepthKm,DepthMi
14086933,4.52834710327389,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.69967645612541,-120.49394790682716,"13.983811198685745,100"
40914084,4.970071487643602,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.10906472501945,-120.87965879050927,"12.270401406146178,100"
50301998,2.378567397070954,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.33910495419024,-122.01627277154628,"26.159101301227416,100"
56731255,5.332904057975934,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.54392487309081,-119.34152901524364,"5.50541813617812,100"
67872060,4.102899368161768,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.37843202621742,-123.3524749564709,"17.784755610385275,100"
13495921,2.927300793902593,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.239580751400645,-122.20810696993581,"15.533127705694843,100"
58153590,3.3965500745926693,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,42.23986571180062,-124.88648123990623,"20.529627241898133,100"
19298025,2.0858955756557025,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.19404558665049,-119.720382290791,"23.283183011027695,100"
22953318,3.8819757623801316,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.61599783265774,-122.39947448676129,"13.42198035186467,100"
57467249,4.718250007982352,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.87216395708336,-121.63906685601549,"0.009269069160379517,100"
43572984,4.2262575157980855,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.0356206364469,-124.50306946993476,"10.975727953731692,100"
43106486,1.6610298919356914,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.47471228469813,-120.68450387029392,"17.181136577908156,100"
24841510,3.0252169263867037,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.55052425957374,-123.54182637718264,"12.865753434123837,100"
37895355,3.7773337117264503,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.83895924459481,-124.30916230011496,"24.55685658086009,100"
17597955,3.120603302732961,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.52204983554087,-124.69525621147184,"9.519333046352948,100"
41482095,3.305226919927129,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.19472481321267,-120.1100091301474,"22.21701737525366,100"
41294806,3.2136163824447923,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.608498198576505,-119.91572437562603,"16.611117969920766,100"
23566097,2.831174802519851,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.83762963101953,-120.30052253895948,"10.270845935936615,100"
33753768,3.5810887722608338,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.31880090748796,-122.7776246710315,"14.522049392938484,100"
18018314,4.365148260112329,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.513742021242194,-123.9229613995453,"19.071530604272905,100"
24201035,0.0010731182955732166,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.14916032928116,-123.7304918545812,"15.020476788192607,100"
52246066,2.6171738747274818,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.099070932814996,-121.25980871147289,"11.647361238065855,100"
32365682,2.7268649818624318,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.86066787645685,-121.06894585107788,"16.059504053743282,100"
51607303,1.3076908449958249,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.39145883890779,-122.59153547601619,"6.73991853313831,100"
62947980,1.9002696647636708,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.16949228263969,-121.44648159754605,"19.761056577921636,100"
52085839,2.5036588584549846,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.73454850488942,-121.82955659735977,"18.408397171363887,100"
62635573,3.98916358546352,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.67797918445442,-119.53392727638531,"8.691703053154225,100"
41392669,3.4882278294742592,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.86855058193561,-124.11953623023808,"21.311364974637463,100"
57689254,2.2431656798014155,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.98484198169854,-122.97205621251096,"3.89267294076111,100"
41460289,3.677175488309599,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.0098445225242,-123.16012371183805,"7.787601671020126,100"
,,,,,,,,,
