#EventId,Magnitude,Epoch,Time,TimeLocal,Distance,Latitude,Longitude,DepthKm,DepthMi
60922809,2.58419408034342,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.13985673721043,-123.68437884734095,"16.561072192635756,100"
56249194,3.79172834656766,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,49.37951787267363,-122.7185728997786,"10.172179590066916,100"
36295726,3.2604626306973987,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.326962348508275,-119.98325082893662,"18.639652951342462,100"
60391368,3.1810307552348513,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.96630986830229,-122.772557446558,"10.787618598316707,100"
24855906,4.020231308341438,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,42.8376148983149,-121.71281065102241,"18.93251432364464,100"
19789132,3.925213477367188,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,42.737372579994286,-120.68478963144135,"15.410859339821128,100"
30878768,2.7276435835524953,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.356313908960445,-121.57455646818391,"5.07261175934824,100"
58823326,2.5360597247612278,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.89624381050116,-121.62155470143702,"5.697465481126632,100"
11442009,2.901741447071809,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.3481048938499,-120.7583797055398,"22.805111916431038,100"
34081520,1.9021499496663685,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.22341869280732,-121.263684119275,"16.801683525628818,100"
36883308,2.8154844419699288,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.72658071351436,-122.14270598458388,"20.17210109710199,100"
47514155,3.877686948423893,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.99930268401193,-119.8292686875427,"8.462387394943327,100"
28940605,4.712817800273027,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,42.52672930454726,-121.80414590666992,"9.846947224117592,100"
