#EventId,Magnitude,Epoch,Time,TimeLocal,Distance,Latitude,Longitude,DepthKm,DepthMi
44295973,3.587852387158402,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.366801843084566,-121.28190713096623,"16.715102467018642,100"
49504470,2.7348037560057867,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.9918540739036,-122.8699397799682,"13.772274619320644,100"
16352681,3.306442985685593,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.9675524634217,-122.0128205749794,"18.629254999045422,100"
62009016,3.494292149905356,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.37279588324398,-121.81632202429468,"21.380169758917695,100"
40726496,3.9877818169432855,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.17850207078462,-121.91385918372279,"15.844856244935167,100"
10851226,3.399746357835535,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.02785055557477,-121.39940472501662,"0.03179417034007059,100"
52838665,0.0010468879201592785,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.70401908851183,-124.09050345240271,"14.60611069679528,100"
21939166,2.510530582038499,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.72176530952496,-120.88736636227972,"19.183702973107287,100"
10420154,2.0910657693406396,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.59423161034486,-123.50549774275426,"7.597362435128706,100"
13011138,4.716700502429259,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.50801146958364,-122.41717170199564,"20.51394977464034,100"
62294838,5.321506565001139,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.51960556605891,-119.94761059780697,"5.984315799675773,100"
62393835,1.305790231976654,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.46270613435139,-122.5230115159586,"10.243329291708255,100"
28898757,1.9047284577850485,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.54587855169664,-122.11248059491629,"14.190214549183544,100"
34315441,4.370339880255425,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.81805328405005,-123.31442943090836,"11.927627392981728,100"
15382625,3.033430574211077,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.547227926205046,-124.88606564790886,"9.534687200492844,100"
66942762,2.937815187638066,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,48.15873623815445,-121.61161877824989,"19.807547744375963,100"
11077361,1.6594560662294036,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.84477918503735,-120.29430103316082,"11.425359806246874,100"
22092621,3.128439410538972,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.85646212685793,-121.71508337716074,"15.019351566261765,100"
20250976,2.6239842832966325,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.104676869023386,-121.1579214732804,"12.43304112546291,100"
52627571,3.880429084673097,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,45.326963159926486,-123.74846170726303,"17.63189712277638,100"
31803256,3.217078999212277,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.32074026627788,-121.02875310592898,"17.170783729294328,100"
45486749,4.228343709716162,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.14904889408738,-123.15104674674684,"12.906353214240319,100"
35035345,4.104019528376232,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.60029386513612,-120.53360195260339,"10.870551291245969,100"
34203658,3.6828970042733875,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.65344143224923,-122.31263150301068,"16.277855003640497,100"
64473063,4.955641447493129,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,42.223934110956954,-123.00529386706644,"8.693680747062979,100"
32438082,2.837621227719235,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,47.17162722771022,-121.50851951719278,"18.11131260065686,100"
25340421,3.7822098283203265,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,43.84806739226302,-122.74813190482087,"15.43164564329215,100"
45720114,2.2492856595525,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.227741864439686,-122.21167199811644,"22.466842530073464,100"
61172201,2.3853844938254465,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,44.87130285932082,-122.63322717258482,"24.054496879161853,100"
17608811,4.52912307438963,#####,12:00.0,2012/09/22 09:46:45 PDT,30.0 km (  18.6 mi) WSW ( 240. azimuth) from Millican, OR,46.09661945841935,-120.72459685806103,"13.350320646354785,100"
,,,,,,,,,
